line,annotated
[Intro],0
"Uh, uh, uh, uh",0
"Uh, uh",0
[Verse 1],0
Day and night,0
I toss and turn,1
"I keep stress in my mind, mind",1
I look for peace,0
But see I don't attain,0
What I need for keeps,1
"This silly game we play, play",1
Now look at this,0
Madness the magnet,1
"Keeps attracting me, me",1
I try to run,0
But see I'm not that fast,0
I think I'm first,1
"But surely finish last, last",1
[Chorus],1
'Cause day and night,0
The lonely stoner seems to free his mind at night,1
He's all alone through the,1
"Day and night, the lonely loner seems to free his mind at night",1
"At, at, at night",0
"Day and night, the lonely stoner seems to free his mind at night",1
"He's all alone, some things will never change",1
The lonely loner seems to free his mind at night,1
"At, at, at night",0
[Verse 2],0
Hold the phone,0
The lonely stoner,1
Mr. Solo Dolo,1
He's on the move,0
Can't seem to shake the shade,0
Within his dreams,0
"He sees the life he made, made",0
The pain is deep,1
A silent sleeper,1
"You won't hear a peep, peep",1
The girl he wants,0
Don't seem to want him too,0
It seems the feelings,0
"That she had are through, through",0
[Chorus],1
'Cause day and night,0
The lonely stoner seems to free his mind at night,1
He's all alone through the,1
"Day and night, the lonely loner seems to free his mind at night",1
"At, at, at night",0
"Day and night, the lonely stoner seems to free his mind at night",1
"He's all alone, some things will never change",1
The lonely loner seems to free his mind at night,1
"At, at, at night",0
[Verse 3],0
Slow mo',1
When the tempo slows up,1
"And creates that new, new",1
He seems alive,1
Though he is feelin' blue,1
The sun is shinin',1
"Man he's super cool, cool",1
The lonely nights,1
They fade away,1
He slips into his white Nike's,1
He smokes a clip,1
And then he's on the way,1
To free his mind in search of,0
To free his mind in search of,0
To free his mind in search of,0
[Chorus],1
"'Day and night, the lonely stoner seems to free his mind at night",1
He's all alone through the,1
"Day and night, the lonely loner seems to free his mind at night",1
"At, at, at night",0
"Day and night, the lonely stoner seems to free his mind at night",1
"He's all alone, some things will never change",1
The lonely loner seems to free his mind at night,1
"At, at, at night, night",0
"At, at, at night, night",0
[Outro],1
"Na-na-na-na-na-na, Kid Cudi",1
"Cleveland status, grind all day",1
"Cleveland status, grind all night",1
"Cleveland status, grind all day",1
"Cleveland status, grind all night",1
