line,annotated
[Refrain],0
"À toutes les soirées, obligé, faut qu'ça fume à fond",1
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
Ouais y'a du monde au balcon,1
"À toutes les soirées, obligé, faut qu'ça fume à fond",0
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
"Ouais, y'a du monde au balcon",1
[Couplet 1],0
"Dans la pilonière, y'a du très bon pilon",1
Les yeux sont bridés quand j'vis-ser au Japon,1
Il m'faut des assistantes quand j'en roule un long,1
"La miss crache la fumée, j'enfile mon sexe dans ses ronds",1
J'vois la vie en vert jusqu'à ma Ferrari,1
Les voisins s'plaignent d'une odeur de cannabis,1
Les yeux sont rouges à la Servietsky,1
La weed purple comme Tinky Winky,1
"Roules-en deux, j'suis avec Rico",1
Ajoute la coriandre et les fines herbes,1
Tu veux tirer sur mon chibre ou l'bédo ?,1
Ça broute la pelouse comme des p'tites chèvres,1
[Refrain],0
"À toutes les soirées, obligé, faut qu'ça fume à fond",0
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
"Ouais, y'a du monde au balcon",1
"À toutes les soirées, obligé, faut qu'ça fume à fond",0
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
"Ouais, y'a du monde au balcon",1
[Couplet 2],0
"Tu cherches le bon produit ? 'Azy, appelle, mamène",1
"Ce soir, ça manque de filles, t’inquièt, Lolo les ramène",1
"Ma came, c'est la patate, mon shit fait un tabac",1
"Il reste qu'un pet de frappe, j'le partage avec Tsonga",1
"Très prévoyant, deux joints roulés derrière les oreilles",1
"Je les laisse dedans, j'jette plus mes capotes à la poubelle",1
"Pour acheter des 20 balles, ils font la manche et jouent d'la flûte",1
Les chiens sont plus propres que les babos qui s'en occupent,1
Promenons-nous faire du sale,1
On rentre pour la fonsdalle,1
Si t'es trop fonce-dé,1
Tape-tape une trace de C,1
J'récolte la beuh à la brouette,1
"À tous les condés, paye une soufflette",1
[Refrain],0
"À toutes les soirées, obligé, faut qu'ça fume à fond",0
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
"Ouais, y'a du monde au balcon",1
"À toutes les soirées, obligé, faut qu'ça fume à fond",0
"Une main sur le pet', une autre dispo pour tes nichons",1
"Fume à fond, fume à fond",0
"Ouais, y'a du monde au balcon",1
