line,annotated
[Intro],0
Mustard on the beat,0
[Chorus: Rich Homie Quan],0
I said that I’ma ride for my motherfuckin' niggas,1
Most likely I’ma die with my finger on the trigger,1
I’ve been grindin outside all day with my niggas,0
And I ain’t goin' in unless I’m with my niggas,0
"My nigga, my nigga (My nigga, my nigga)",0
"My nigga, my nigga (My muthafucking niggas!)",0
"My nigga, my nigga (My nigga, my nigga)",0
"My nigga, my nigga",0
[Verse 1: YG],0
First thing's first I love all my niggas,1
This rap shit cracked and I involve my niggas,1
"You lookin' for some lean, lemme call my nigga",1
"He sell it for the high, I need all mines nigga",1
"Some niggas smoke smoke, some niggas drink drank",1
Got niggas on the block with the Glock that don't think,1
"I said, ""that's a nigga back up,"" they in a bucket lapped up",1
I got to act right if you niggas wanna act up,1
"He talkin' like a snitch; no, that ain’t my nigga",1
"He trippin' off a bitch; no, that ain’t my nigga",1
"Take a nigga case, yeah that’s my nigga",1
"Know him since I was eight, yeah that’s my nigga",1
"Fucked my first bitch, passed her to my nigga",1
"Hit my first lick, passed with my nigga (my nigga)",1
Fuck them other niggas 'cause I’m down for my niggas,1
"I ride for my niggas, fuck them other niggas",1
[Chorus: Rich Homie Quan],0
I said that I’ma ride for my motherfuckin' niggas,1
Most likely I’ma die with my finger on the trigger,1
I’ve been grindin outside all day with my niggas,0
And I ain’t goin' in unless I’m with my niggas,0
"My nigga, my nigga (dope boys my nigga)",0
"My nigga, my nigga (y g my niggas!)",0
"My nigga, my nigga (My nigga, my nigga)",0
"My nigga, my nigga (its the muthafucking niggas)",0
[Verse 2: Young Jeezy],0
Just know I'm down with the niggas down for me,1
"I got two words for you, love and loyalty",1
"It was me and my nigga, trippin' on a half a B",1
Then we used to hit a mall and buy everything we see,1
Me and my down ass nigga get twisted,0
"Nigga get to trippin', knock the gravy out your biscuit",1
"Just know I fucked with you the long way, my nigga",0
"So when I see you out I’m like, ""Hey, my nigga!""",0
"Drink that act right by the case, my niggas",1
Drink that act right and get straight with my niggas,1
Me and my nigga ridin' dirty tryna chase them figures,1
"Who got the yopper, who got the yola? Don’t matter, go figure",1
[Chorus: Rich Homie Quan],0
I said that I’ma ride for my motherfuckin' niggas,1
Most likely I’ma die with my finger on the trigger,1
I’ve been grindin outside all day with my niggas,0
And I ain’t goin' in unless I’m with my niggas,0
"My nigga, my nigga",0
"My nigga, my nigga (My muthafucking niggas!)",0
"My nigga, my nigga (My nigga, my nigga)",0
"My nigga, my nigga",0
[Verse 3: Rich Homie Quan],0
"My nigga got cake, my nigga got weight",1
"My nigga fronted me, he the reason I’m straight",0
"My nigga got a house, my nigga got a lake",1
"My nigga we eatin', my nigga get a plate",1
"And we're still hittin' licks, my nigga, my nigga",1
"Runnin' off a nigga shit, my nigga, my nigga",0
"I fucked a nigga bitch with my nigga, my nigga",1
If a nigga talkin' shit then he ain’t my nigga,0
"My nigga, my nigga (My nigga, my nigga)",0
"YG my nigga and I ain’t goin' in, ain't tryna leave my niggas",0
Shawty seein' me and want to leave with a nigga,0
But it wasn't enough room cause I came with my niggas,0
"My niggas, my niggas",0
"I need a set of wings cause I’m too fly, nigga",0
And I’m all about my business like a suit and tie nigga,0
I ride for my niggas (Believe that),0
[Chorus: Rich Homie Quan],0
I said that I’ma ride for my motherfuckin' niggas,1
Most likely I’ma die with my finger on the trigger,1
I’ve been grindin outside all day with my niggas,0
And I ain’t goin' in unless I’m with my niggas,0
"My nigga, my nigga",0
"My nigga, my nigga (My muthafucking niggas!)",0
"My nigga, my nigga (My nigga, my nigga)",0
"My nigga, my nigga",0
[Outro],0
"My nigga, my nigga",1
"My nigga, my nigga",1
"My nigga, my nigga",1
Yeah...,1
