line,annotated
[Intro: Adele Givens],0
'Cause you know in the old days,1
They couldn't say the shit they wanted to say,1
They had to fake orgasms and shit,1
We can tell niggas today:,1
"""Hey, I wanna cum, mothafucka!""",1
[Chorus: Lil Pump],0
"You're such a fuckin' ho, I love it (I love it)",0
"You're such a fuckin' ho, I love it (I love it)",0
[Verse 1: Lil Pump],0
"You're such a fuckin' ho, I love it (Love it, love it)",0
"(I'ma fuck a bitch, tell her cousin)",0
"Your boyfriend is a dork, McLovin (Dork)",1
"(McLovin; ooh, ooh, ooh)",1
I just pulled up in a Ghost (Ghost),1
Fucked that bitch up out in London (Up out in),1
Then I fucked up on her cousin,1
"Or her sister, I don't know nothin' (Uh-uh, woo)",1
And my niggas gettin' ignorant,1
"Like a lighter, bitch, we ignant (Ignant, yeah)",1
All this water on my neck,1
Look like I fell when I went fishin' (Fell!),1
So much diamonds on my bust down,1
"Ooh, fuck, what's the time? (",0
Where we at?,0
),0
Me and Smokepurpp sippin' drank (Purpp!),1
"Ooh, fuck, she take lines (Lines)",1
[Chorus: Lil Pump &,0
Kanye West,0
],0
"You're such a fuckin' ho, I love it (I love it,",0
scoop!,1
),0
"You're such a fuckin' ho, I love it (I love it)",0
[Interlude: Kanye West],0
You're such a fuckin' ho,1
When the first time they ask you if you want sparklin' or still?,1
Why you tryna act like you was drinkin' sparklin' water 'fore you came out here?,1
You're such a fuckin' h—,1
[Verse 2: Kanye West],0
"I'm a sick fuck, I like a quick fuck",1
(Whoop!),1
"I'm a sick fuck, I like a quick fuck",1
(Whoop!),1
"I'm a sick fuck, I like a quick fuck",1
(Whoop!),1
"I'm a sick fuck, I like a quick fuck",1
(Whoop!),1
"I'm a sick fuck, I like a quick fuck",1
"I like my dick sucked, I'll buy you a sick truck",1
"I'll buy you some new tits, I'll get you that nip-tuck",1
How you start a family? The condom slipped up,0
"I'm a sick fuck, I'm inappropriate",1
"I like hearin' stories, I like that ho shit",1
"I wanna hear mo' shit, I like the ho shit",1
"Send me some mo' shit, you triflin' ho bitch (Bitch, bitch, bitch)",1
[Chorus: Lil Pump],0
"You're such a fuckin' ho, I love it (I love it)",0
"You're such a fuckin' ho, I love it (I love it)",0
[Outro: Adele Givens],0
'Cause you know in the old days,1
They couldn't say the shit they wanted to say,1
They had to fake orgasms and shit,1
We can tell niggas today:,1
"""Hey, I wanna cum, mothafucka!""",1
