line,annotated
[Intro],0
Jeh,0
"Mul on muijii stadis, jeh",0
[Chorus],0
Mul on muijii stadis,0
Mä käyn siel mun duunin takii,0
Ja aina ku mä tuun iltasin,0
Ne on mun luurissani,0
Ja ainaki mun mittaril,0
Niist on aika kuumii pari,0
"Mul on muijii stadis, jeh",0
"Mul on muijii stadis, jeh",0
Mul on muijii stadis,0
"Ne sanoo: ""Lue huuliltani",0
"Masa, oon sun suurin fani",0
"Saanko sun nimmarin""",0
Ja oon nii fuckin' suunniltani,0
Ku enne aina kuultii pakit,0
"Muijii stadis, jeh",0
"Mul on muijii stadis, jeh jeh",0
[Verse 1],0
Ihan sama mihin suuntaa me mentiiki,0
Ni mut on siellä kruunattu,0
MVP:ks,1
Silti vuosii vakuuttanu jengii siit,1
Etten vielkää oo muuttanu Helsinkii,1
"Kyl sä tiesit,",0
mä reppaan landee,1
Katon kiesin ja tsekkaan vanteet,0
Eka järvelle kroolaa matkaa,0
Ja sen jälkee meen samoilla shortseilla ballaa raflaa,0
Ensivaikutelman tekemä tunne,0
Meinaa enemmä mulle,0
Ku et kenet sä tunnet,0
Se erottaa mut etelän kundeist,0
Plus se et kuulet sit ku mä puhun leveetä murret,1
Meikä sanoo että höllii,1
Tai sanon maukasta et hiton liian läskii,0
"Nää on mun jätkii, ne vitosia läpsii",0
Niistä kaikil on kirjotettu ikoninen,0
Beyond,1
niitten lätsiin,0
"Jeh, jeh, ja ne kysyy pystyyks äijä passaa ehk kyyi, jeh",0
Jos se natsaa nii mä vastaan et tyylii,0
Se on priima keissi,0
Ei oo Nokias nettii,0
Et voi piinaa meitsii,0
Chillaan ilman stressii,0
Kyl mä stadiiki fiilaan,0
Mut se on liian kreisii,0
Ku mun elämän suunta,0
Sepällä luuhaan,1
Enkä mä turhaan muuta tee,0
"Pojat ei rullaa, mitää sekundaa",0
Eikä me juua Club Matee,0
Ku tullaa taas rundaan,0
Mukana mun kaa,0
Kukapa muukaa ku,0
Tupla-P,1
Ja puhelin tuuttaa et tuu hakee ku,0
Jeh,0
[Chorus],0
Mul on muijii stadis,0
Mä käyn siel mun duunin takii,0
Ja aina ku mä tuun iltasin,0
Ne on mun luurissani,0
Ja ainaki mun mittaril,0
Niist on aika kuumii pari,0
"Mul on muijii stadis, jeh",0
"Mul on muijii stadis, jeh",0
Mul on muijii stadis,0
"Ne sanoo: ""Lue huuliltani",0
"Masa, oon sun suurin fani",0
"Saanko sun nimmarin""",0
Ja oon nii fuckin' suunniltani,0
Ku enne aina kuultii pakit,0
"Muijii stadis, jeh",0
"Mul on muijii stadis, jeh",0
[Verse 2],0
Ja sillo ku tuun käymää stadissa,0
Ni en mä käytä ratikkaa,0
Vaan mä räyhään ratissa,0
Näist ykssuuntasista,0
Ja mä kaahailen,0
Niiku maalailen,0
Joo mä kaahailen,0
Niiku maalainen,0
Mut oon mä ollu tääl,0
Älä tuu opettamaa siit mulle,0
Muka ovelana vittuileen,0
Nähty jo tarpeeks stadiin muuttaneit landei,1
Jotka heti luulee olevansa niin coolei,1
"Lopettakaa pliis, ootte nii junttei",1
Vielki snäppäilee turistikuvia,1
Toki Masa ei oo tosiaankaan täkäläine,0
Mut täälläpäi ne silti kohtelee ihan niiku tulisin mun himaa,0
"Jeh, jeh",0
Mul on päässä pallosiili,0
"En mä läträile geelii, naah",0
Koska,0
KPC:n jätkät,1
ei tee nii,0
Vaan ne tekee bucksii,0
"Näät mun nauravan, tiiät, taas se menee pankkii",0
"Taso lande spedefunkkii, renessanssii",0
Ollu gangsta jo kastevedest asti,0
Mä saan tän menee touchil,0
Mun lasit on Fendit,0
Galis,1
"anto, kai se on kallista merkkii",0
"Ja jos et tiiä mua, kyl mut tietää pari sun frendii",0
Et sä tajuu sut on valittu Benzii,0
"Inee mami, nyt mentii",0
"Mut varo ettet potki niit ovii sit matkal sisää, ne on nahkaa sielt alhaalt ylös asti, mä en haluu mitää paskaa niihi",0
[Chorus],0
Mul on muijii stadis,0
Mä käyn siel mun duunin takii,0
Ja aina ku mä tuun iltasin,0
Ne on mun luurissani,0
Ja ainaki mun mittaril,0
Niist on aika kuumii pari,0
"Mul on muijii stadis, jeh",0
"Mul on muijii stadis, jeh",0
Mul on muijii stadis,0
"Ne sanoo: ""Lue huuliltani",0
"Masa, oon sun suurin fani",0
"Saanko sun nimmarin""",0
Ja oon nii fuckin' suunniltani,0
Ku enne aina kuultii pakit,0
"Muijii stadis, jeh",0
"Mul on muijii stadis, jeh",0
Jeh,0
