line,annotated
[Intro],0
"Uh, yaow, yaow",0
[Verse 1],0
I get it cracking like a bad back,1
Bitch talking she the queen when she looking like a lab rat,0
"I'm Angelina, you Jennifer",1
"C'mon, bitch, you see, where Brad at?",1
Ice my wrist-es then I piss on bitches,0
"You could suck my diznick, if you take these jizzes",0
"You don't like them disses, give my ass some kisses",0
"Yeah, they know what this is, give bitches the business",1
[Verse 2],0
'Cause I pull up and I'm stuntin' but I ain't a stuntman,1
"Yes, I'm rockin' Jordans, but I ain't a jumpman",1
Bitches play the back 'cause they know I'm the frontman,1
Put me on a dollar 'cause I'm who they trust in,1
"Ayo SB,",1
what the fuck's good?,1
"We ship platinum, them bitches is shippin' wood",1
"Them nappy headed hoes, but my kitchen good",1
"I wish, I wish, I wish, I wish, I wish a bitch would",0
[Chorus],0
"You a stupid ho, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho",1
You a stupid ho,1
"Yeah, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho (You stupid, stupid)",1
"Yeah, you a, you a stupid ho (You stupid, stupid)",1
[Verse 3],0
"Uh, look Bubbles, go back to ya' habitat",1
"MJ gone, and I ain't havin' that",1
How you gonna be the stunt double to the nigga monkey?,1
Top of that I'm in the Phantom lookin' hella chonky,1
Ice my wrist-es then I piss on bitches,0
"You could suck my diznick, if you take these jizzes",0
"You don't like them disses, give my ass some kisses",0
"Yeah, they know what this is, give bitches the business",1
[Verse 4],0
"'Cause I pull up in the Porsche, but it ain't de Rossi",1
Pretty bitches only could get in my posse,0
"Yes, my name is Roman, last name is Zolanski",1
But no relation to Roman Polanski,1
"Hey, yo Baby Bop, fuck you and your EP",1
Who's gassin' this ho? BP?,1
Hmm... thinks,0
"One, two, three, do the Nicki Minaj blink",0
"These hoes so busted, hoes is so crusty",0
These bitches is my sons and I don't want custody,1
"These hoes so busted, hoes is so crusty",0
These bitches is my sons and I don't want custody,1
[Chorus],0
"You a stupid ho, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho",1
You a stupid ho,1
"Yeah, you a, you a stupid ho",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho, you a, you a stupid ho (You stupid, stupid)",1
"You a stupid ho (You stupid, stupid)",1
"Yeah, you a, you a stupid ho (You stupid, stupid)",1
[Verse 5],0
"If you cute, then your crew can roll",0
"If you sexy, eat my cucka roll",1
"Put ya' cape on, you a super ho",0
"2012, I'm at the Super Bowl",1
[Bridge],0
"Stupid hoes is my enemy, stupid hoes is so wack",1
Stupid ho shoulda befriended me then she coulda prolly came back,1
"Stupid hoes is my enemy, stupid hoes is so wack",1
Stupid ho shoulda befriended me then she could've probably came back,1
"You a stupid ho, you a stupid ho, you a stupid ho",1
"And I ain't hit that note, but fuck you stupid ho, fuck you stupid ho",1
I said fuck a stupid ho and fuck a stupid ho,1
I said fuck a stupid ho and fuck a stupid ho,1
I said fuck a stupid ho and fuck a stupid ho,1
[Outro],0
I am the female Weezy,0
