line,annotated
[Production by Self],1
[Intro: Cam'ron],0
Dipset in the building (Killa!),0
"Juelz, you on your own man, let's go",0
"Dipset, Dipset, Dipset, Dipset, Dipset",0
"Dipset, Dipset, Dipset, Dipset, Dipset",0
"Dipset, Dipset, Dipset, Dipset, Dipset",0
[Chorus: Cam'ron],0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
[Verse 1: Juelz Santana],0
"Yo, I be with a gang of gangs, that hang and bang",0
"Animals, orangatangs, hammers move, bangers bang",1
"Damn it dude, the game done changed",0
"I got a whole selection, a whole collection",1
A ho selection of my ho collection,1
"And I'm big pimpin', stick givin', quick shiftin'",0
"Bitch listen, this isn't, no damn game in here (oww!)",1
"Yeah,",0
"the whole Byrd Gang's in here, like Kurt Cobain was here",1
", yeah, yeah, yeah, yeah (oww!)",0
"And I'm dangerous yeah, brainless yeah, stainless yeah",1
"Aim to kill yeah, bangers yeah",0
Y'all some dead motherfuckers (oww!),0
"And my diddy-bop, barge through the city blocks",0
"Hard with the pretty Glock, dodge or you gettin' shot",1
"Diddy to the bar, hard liquor get a shot",0
"Get a broad, get here hot, get her home give her cock (oww!)",0
"Go, it's your birthday",1
"Go, go drink it girl, it's cummin', I know you're thirsty (oww!)",1
"Harlem's my birthplace, tombstone dirt place",1
"Doomsday, goonsday, Tuesday to Thursday, ay (oww!)",0
[Chorus: Cam'ron],0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
[Verse 2: Juelz Santana],0
"Jump, stomp, move, breathe",0
"We, in, too, deep, OKAY! (oww!)",0
I'm lo-lo from the block again,0
"Po-po and the cops again, no homo but they cockin' them",1
Four-fos and Glocks and them,0
"They the paparazzi, they the livest posses",0
"Kamikaze, Nazi, Nazi, copy papi",0
"I'm a baller baller, you're not at all a baller",1
"That's why I scored your daughter, left her home, call her, call her",0
"I'm in the low BM, yeah, with your old BM",1
Weed smoke and Ozium,1
", trojans and petroleums",0
"Yeah, and that's just incase the ho ain't safe",1
"Take it off, bend it over, throw it in, work it, work it",1
"Oops, squirt it, squirt",1
"Oops, oopsy dais, ohh I'm crazed",0
"Cho-cho train, co-ca mane,",0
Zulu Gang,1
I'm old school like Bambaataa,1
", no man's hotta",0
"The damn dadda, I jam proper, your man's nada",0
[Chorus: Cam'ron],0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
"Juelz, Dip Dip",1
"Santana, Set, Set",1
"What he grip, grip, nigga, TEC, TECs",1
"Who you with, with",0
Throw up your set,0
"Dipset, Dipset, Dipset, what (oww!)",0
[Outro: Cam'ron],0
"Santana, Killa, Jim Jones, Freekey",0
"Killa, you already know what it is",0
"My man Juelz Santana, that boy got that crack, man",0
"Diplomat Records, man",0
