line,annotated
[Chorus],0
"Summertime,",1
and the livin's easy,1
Bradley's on the microphone with Ras M.G.​,1
All people in the dance will agree,1
That we're well-qualified to represent the L.B.C.​,1
"And me and Louie, we gon' run to the party",1
"Dance to the rhythm, it gets harder",1
"(And we can do it like this, in the place to be)",1
[Verse 1],0
"Me and my girl, we got this relationship",1
"I love her so bad, but she treats me like sh…",1
"On lockdown, like a penitentiary",1
She spreads her lovin' all over,1
"And when she gets home, there's none left for me",1
[Chorus],0
"Summertime,",1
and the livin's easy,1
Bradley's on the microphone with Ras M.G.​,1
All people in the dance will agree,1
That we're well-qualified to represent the L.B.C.​,1
"Me, me and Louie, we gon' run to the party",1
"Dance to the rhythm, it gets harder",1
"(And we can do it like this, in the place to be)",1
[Verse 2],0
"Oh, take this veil from off my eyes",1
"My burning sun will, some day, rise",1
"So, what am I gonna be doin' for a while?",1
"Said, I'm gonna play with myself",1
"Show them, now, we've come off the shelf",1
So what?,0
[Chorus],0
"Summertime,",1
and the livin's easy,1
Bradley's on the microphone with Ras M.G.​,1
All people in the dance will agree,1
That we're well-qualified to represent the L.B.C.​,1
"Me and Louie, run to the party",1
"Dance to the rhythm, it gets harder",1
"(And we can do it like this, in the place to be)",1
[Verse 3],0
"Evil, I've come to tell you that she's evil, most definitely",1
"Evil, ornery, scandalous and evil, most definitely",1
"The tension, it's getting hotter",1
I'd like to hold her head underwater,1
[Bridge],0
Me and my girl,1
We've got a relationship,1
"Me and my girl, mmm",1
"We got a relationship, mmm-hmm",1
My girl,1
"We got a relationship, oh",1
And my girl,0
Got a relationship,0
"Take a tip, take a tip",1
Take a ti-ti-ti-tip from me,1
[Chorus],0
Bradley's on the microphone with Ras M.G.​,1
All people in the dance will agree,1
That we're well-qualified to represent the L.B.C.​,1
"Me, la-la-Louie",1
"While everybody run to the rhythm, it gets harder",1
"(And we can do it like this, in the place to be)",1
"Summertime, and the livin's easy",0
