line,annotated
[Intro - Juliette Fievet],1
"Vous êtes sur Banlieusards FM
Président d'une radio, plus grossière que courtoise, Henry de Lesquen souhaite devenir le prochain Président des Français. Dans sa parodie de programme, il propose de bannir la Musique Nègre des médias, soutenus, ou autorisés par l'État. Évidemment, pour lui, le rap, cette musique ""immonde"", c'est de la musique nègre
Michel Audiard écrivait : ""les cons, ça ose tout, et c'est même à ça qu'on les reconnaît""
Ces propos n'ont pas laissé indifférent le monde du rap. ""Musique Nègre"" c'est donc le titre de la nouvelle chanson du rappeur Kery James, l'auteur du très dérangeant, mais fédérateur, ""Racailles"". Accompagné du Prim's Parolier et de Lino, Kery James répond à Henry de Lesquen, et le moins que l'on puisse dire c'est que le poète noir ne tire pas à blanc",0
[Couplet 1 : Kery James],0
"Un mec qui écrit pour les autres, ils appellent ça un nègre",1
"Un Noir qui plane au-dessus d'eux, j'appelle ça un aigle",1
"J'ai fait un cauchemar, Martin Luther un rêve",1
"Dans mon cauchemar, j'avais giflé Michel Leeb",1
Les grosses lèvres les plus célèbres,1
"Je me sens beau, noir, je m'élève, jusqu'au ""high level""",1
[Couplet 2 : Lino],0
"High level, la foule on lève",0
La merde j'la fous entre Chaka Zoulou et Twelve Year a Slave,1
Mon art c'est la sève,1
", garde tes ""Yes we can""",1
"Si tu me réduis à la danse, au Kentucky Fried Chicken",1
"Négro j'dérange, j'suis le nez du sphinx explosé",1
"Comme Huey P. Newton, calibré sur un trône en osier",1
[Couplet 3 : Youssoupha & Kery James],0
Je suis revenu choquer leurs ghotas,1
Brise les quotas de la France profonde,1
Tricart comme Joker sur Gotham,1
Comme un gros tag sur la Joconde,1
Je raconte que les Antilles sont pillées par la métropole,1
Que mon Africa est bien trop forte,1
Et que la flicaille est souvent négrophobe,1
"Forte est ma musique, imagine, fuck les codes Illuminatis",1
"Ici pas de négros fragiles, rouges, jaunes, vert-kaki",1
"Le cul posé, j'ai pris votre place, je me prends pour Rosa Parks",1
Je me prends pour Toussaint Louverture bottant le cul de Bonaparte,1
"[Refrain : Lino, Kery James & Youssoupha]",0
Musique nègre,1
"Pas calibrée pour la FM, on fait de la musique nègre",1
Quelle insolence !,1
Musique nègre,1
"Garde tes « Yes we can »,",1
on fait de la musique nègre,1
"Je suis revenu choquer leurs ghotas, choquer leurs ghotas",1
Musique nègre,1
"Pas calibré pour la FM, on fait de la musique nègre",1
Quelle insolence !,1
Musique nègre,1
