line,annotated
[Verse 1: T-Mo],0
"Piece by piece, this puzzle comes together",1
"Sever your ties with the bad guys, let the lies go",0
"If you wanna be a ho, go 'head and don't be scared",0
"Many a bitch, represents, and is led",0
Whichever way no I'm not gay,0
And really don't give a fuck bout what you doin,1
Long as I pave the way,1
For my SouthWest GA warriors,1
"To come in packs, to feed, takin what we need",1
To succeed,1
", you know what we gon' do, on this road",0
"We gon' explode, now are you ready for this territory",0
Makin our life one big story to tell,0
"Reality amongst the youth, long as, breath is in my body",0
"I got proof, I'm not scared",0
"If you scared, say you scared",0
[Verse 2: Gipp],0
Who's scared?,0
"In this world I'm Gipp, in second the mutant",1
"The third the Geechee, how many ways can you reach me?",1
"Now most be scully, went from clean to muddy",0
"Polished to shine, the season to rhyme",0
"Been down like brown, like dirt to the ground",0
"Been lookin for love, now I bubble like suds",0
"Others flew sky high, while others were duds",1
"Live high up on the hills, to escape the floods",1
"Situation they change, like faces and names",1
"Went from cool to plain, from lame to flame",1
"Man down or not, man plans or plots",0
"Give a FUCK what you think, we ain't movin out this spot",0
And I'm out,0
"If you scared, say you scared",0
[Verse 3: André 3000],1
"Yo, paragraph indent,",1
I make intense sense,1
"Niggas on that Gil Scott dope—hint, hint",1
At age fifteen they start smokin' Billy Clint',1
Now he's twenty-one and wants to know where the time went,1
"Hey, hey, hey, what's the haps? Well see your time elapsed",1
Have you ever thought of the meaning of the word trap?,1
"Baboon on your back,",1
but what's sad is that crack,1
Was introduced to Hispanic communities and blacks,1
But then it spread to white and got everyone's undivided attention,1
'Cause your daughter is on it and you can't hide it,1
Maybe your son tried it,1
Rehab too crowded,1
"You scared, she scared, they scared, I said",1
They scared they scared to talk about it,1
"Bout it, bout it, bout it, bout it, bout it",1
"If you scared, say you scared",0
[Verse 4: Big Boi],0
"February 1st, 1975's my birthdate",1
"The player the B-O-I, was brought onto this Earth on Thursday",1
"I think see, my cap I twist it back from all the dank",0
"But if you see me on the Ave, you betta believe I tote that shank",1
"So what y'all thought, bruh?",0
I gotta protect my name and what we fought for,0
Southernplayalistic ATLiens in your sock drawer,1
"No lockjaw, we got that raw shit and all the trimmings",1
"Even though we got two albums, this one feel like the beginning",1
"The intro, the Goodie—we kinfolk",1
"Nigga, it's fin to jump off",1
But now it's time I lay low,1
'Cause I believe the track gon' cut off,1
"Psych, the track is bumpin' like pussies on some dykes",1
"So if you scared, say you scared, 'cause everybody can die tonight",1
'Cause my heart don't pump no Slushee,1
You touch my niggas you touch me,1
"I blow up the microphone, like Marilyn Manson",0
"You can't hush me, yeah",0
[Verse 5: Khujo],0
Heat'll make anything move,1
"Even Tyson, can get laid down, with this tool",1
"Just cause the name say Goodie, you take us for fools",1
"Out they rabbit ass mind, don't give me mine",0
"I go off like mines, blowin suckers to smithereens",1
We was never folks if we fell out over this lil' cream,1
Or let some soft legs come in between our dreams,0
"We live like Kings, and die like fuckin' men",0
"I don't care how rough you roll, we can't be shut down",1
"Ain't no openin' up shop, we already established",1
"You lap doggin', we boss hoggin",0
"Grown men, don't beg for attention",0
"Keep wishin', high heels clickin'",1
"Paper champions, leavin' with they feet behind",0
"Zap em for the pumpkin, at twelve",1
"On the bottom bunk, holla at me",0
"Six to the left, last one, can't turn over with dirt on ya",0
"Slain dead, devils, don't have enough to purchase my essence",1
"In da head, missin ounces, zip code, eight miles",0
"Suckas, think I got they package",0
"But they still eatin moo-moo, oink-oink",0
And fowl-fowl-fowl-fowl.. *repeats*,0
"The truth hurts, but you can't be scared of it",0
"So remember that, OutKast, Goodie Mo-B",0
Still standin for somethin while y'all fallin for nothin,1
Stop dyin over this lil concrete and lil paper,0
We get this shit together our power's in numbers,1
You can deny the lie but you can't deny the truth,0
"You scared, you scared, say you scared!",0
