line,annotated
[Intro],0
JAE5,1
[Chorus: Burna Boy],0
If you send me the location,0
Then I'll be right there,0
"And make I come check you, my baby",0
"No time, no",0
And my dawg is on probation,1
Another 5 years,1
Me bring girls to his location,0
"No time, no",0
[Verse 1: Dave],0
Send me the location,0
This year ’bout vacations,0
"Flight catching, train taking",0
Soon as my nigga off probation,0
Your boyfriend's on a waiting ting,0
"Looking for one wish, on a Ray J ting",1
"I pree'd that girl, outrageous ting",1
But she can’t see 'cause I got shades and ting,1
Bare girls wanna throw shade and ting,1
"No shade, what shade is your foundation in?",1
"Darkest grey, the shade I'm in",1
49 more if your babes wants in,1
I had me a famous ting,0
"Goals and tings, gains and tings",0
My house party a babe station,1
"Girls wanna chase, it's a status ting",1
[Chorus: Burna Boy],0
If you send me the location,0
Then I'll be right there,0
"And make I come check you, my baby",0
"No time, no",0
And my dawg is on probation,0
Another 5 years,0
Me bring girls to his location,0
"No time, no",0
[Verse 2: Dave],0
"Look, playboy, I don't need a Carti",1
"I'm captain, I lead the army",1
"Bad ratio, I leave the party",1
Three Somalis creepin' on me,0
"Your ex wavy, we tsunami",1
"Girl from India, sweet as naani",1
"Head so good, now I speak Gujarati",1
"You hardly, pardon me, I’m laughing again",1
"I assisted, man, passed to my friend",1
"Look, money like the alphabet",1
"If you wanna see P’s, gotta pass on the ends",1
Came a long way from a park in the bends,0
"To an '18 plate, man’s parking a Benz",1
Far from the rest but I'm far from my best,0
"Life is a lesson, I'm passing a test",0
"Yes, everyting blessed",0
I don't want drama and I don’t want stress,0
"My girl got finesse, Caribbean flex",1
"Body and chest, take buddy in chest",0
"Thank God more, I grew up with less",0
"Juss to the right, Rapz to the left",1
"Rj in the middle, got Cee to the death",1
Batch full of dogs with the 60's vets,1
[Chorus: Burna Boy],0
If you send me the location,0
Then I'll be right there,0
"And make I come check you, my baby",0
"No time, no",0
And my dawg is on probation,0
Another 5 years,0
Me bring girls to his location,0
[Refrain: Burna Boy],0
Nigga I was down but I made it to the top right now,0
"(Right now, right now, right now)",0
And I can pull a couple grand out my pocket right now,0
"(Right now, right now, right now)",0
"Yeah I'm so fly, yeah I'm flyer than a rocket right now",0
"(Right now, right now, right now)",0
And all the games you play never stop right now,0
"(Right now, right now, right now)",0
[Verse 3: Burna Boy],0
"I pull up on the block, I see everybody watching",0
'Cause there's diamonds on my chain,0
And there's diamonds on my watch,0
"Money moves, Off-White shoes",1
Came straight from Virgil Abloh,1
"I've been down, I've been low",0
Had my mattress on the floor,0
"No map, North Cap, bend it up",0
Gyal a ring-ring my cellular,0
"Mi 'ave big fat spliff pon me, nuh",0
"Inna the big black Benz, pullin' up",0
Please tell everybody to start pulling up,0
'Nough champagne from the bar coming up,0
"Party hard, make her live my life, oh",0
[Refrain: Burna Boy],0
Nigga I was down but I made it to the top right now,0
"(Right now, right now, right now)",0
And I can pull a couple grand out my pocket right now,0
"(Right now, right now, right now)",0
"Yeah I'm so fly, yeah I'm flyer than a rocket right now",0
"(Right now, right now, right now)",0
And all the games you play never stop right now,0
"(Right now, right now, right now)",0
[Chorus: Burna Boy],0
If you send me the location,0
Then I'll be right there,0
"And make I come check you, my baby",0
"No time, no",0
And my dawg is on probation,0
Another 5 years,0
Me bring girls to his location,0
"No time, no",0
